split,equation_name,feature_names,raw_expression,symbolic_expression,param_names,gt_params,numerical_expression,train_nmse,test_nmse,ood_nmse
phys_osc,PO3,t;v,F0*sin(t) - beta*sin(v(t)) - 2*beta*v(t),F0*sin(t) - beta*sin(v) - c0*beta*v,c0;F0;beta,2.000000000000000e+00;1.062569142304422e-01;4.843969780176376e-01,-0.968793956035275*v + 0.106256914230442*sin(t) - 0.484396978017638*sin(v),8.883941090386995e-13,8.833015617407099e-13,6.734659690763923e-12
phys_osc,PO4,x;t;v,F0*sin(t) - alpha*v(t)**3 - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t) - omega0**2*x(t),F0*sin(t) - alpha*v**c0 - omega0**c1*(gamma*Abs(v)**c2 + c3)*x - omega0**c4*x,c0;c1;c2;c3;c4;F0;alpha;gamma;omega0,3.000000000000000e+00;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.000000000000000e+00;3.507818233996913e-01;2.304054067388048e-02;5.524110205313165e-02;-1.051478753651591e+00,-0.0230405406738805*v**3 - 1.1056075693807*x*(0.0552411020531317*Abs(v)**0.333333333333333 + 1) - 1.1056075693807*x + 0.350781823399691*sin(t),1.157309806343742e-14,9.68005917987735e-15,7.888498623856836e-14
phys_osc,PO5,x;t;v,-beta*sin(v(t)) - 2*beta*v(t) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t) - omega0**2*x(t)**3 - omega0**2*x(t),-beta*sin(v) - c0*beta*v - omega0**c1*(gamma*Abs(v)**c2 + c3)*x - omega0**c4*x**c5 - omega0**c6*x,c0;c1;c2;c3;c4;c5;c6;beta;gamma;omega0,2.000000000000000e+00;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;2.000000000000000e+00;4.480618113833388e-01;9.430567863398463e-02;1.137520945990733e+00,-0.896123622766678*v - 1.29395390256765*x**3 - 1.29395390256765*x*(0.0943056786339846*Abs(v)**0.333333333333333 + 1) - 1.29395390256765*x - 0.448061811383339*sin(v),2.2260396627686058e-12,3.10042654423361e-12,0.6831763476445895
phys_osc,PO6,x;t;v,-beta*log(Abs(v(t)) + 1) - 2*beta*v(t) - omega0**2*x(t)**3,-beta*log(Abs(v) + c0) - c1*beta*v - omega0**c2*x**c3,c0;c1;c2;c3;beta;omega0,1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;3.305862465127620e-01;-1.081594183010037e+00,-0.661172493025524*v - 1.16984597672115*x**3 - 0.330586246512762*log(Abs(v) + 1),4.707780307195972e-15,1.0905830994825728e-14,4.4548858895e-10
phys_osc,PO7,x;t;v,-alpha*v(t)**3 - beta*Abs(v(t))**0.333333333333333 - omega0**2*x(t)**3,-alpha*v**c0 - beta*Abs(v)**c1 - omega0**c2*x**c3,c0;c1;c2;c3;alpha;beta;omega0,3.000000000000000e+00;3.333333333333330e-01;2.000000000000000e+00;3.000000000000000e+00;4.589388272923189e-02;7.295609912048436e-01;1.132745424195125e+00,-0.0458938827292319*v**3 - 1.28311219603499*x**3 - 0.729560991204844*Abs(v)**0.333333333333333,8.3417362933815e-15,8.233195133658373e-15,1.0862814836130432e-14
phys_osc,PO8,x;t;v,-beta*Abs(v(t))**0.333333333333333 - omega0**2*x(t)**3,-beta*Abs(v)**c0 - omega0**c1*x**c2,c0;c1;c2;beta;omega0,3.333333333333330e-01;2.000000000000000e+00;3.000000000000000e+00;6.004045339770914e-01;-1.043400781721249e+00,-1.08868519129651*x**3 - 0.600404533977091*Abs(v)**0.333333333333333,5.9576412822553234e-15,5.380228566647479e-15,6.671211569697346e-15
phys_osc,PO9,x;t;v,F0*sin(t) - mu*(1 - x(t)**2)*v(t) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t) - omega0**2*x(t),F0*sin(t) - mu*(c0 - x**c1)*v - omega0**c2*(gamma*Abs(v)**c3 + c4)*x - omega0**c5*x,c0;c1;c2;c3;c4;c5;F0;gamma;mu;omega0,1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.000000000000000e+00;3.064552762676696e-01;6.821634756847383e-02;4.243105872181822e-01;-1.388268385186753e+00,-0.424310587218182*v*(1 - x**2) - 1.92728910930903*x*(0.0682163475684738*Abs(v)**0.333333333333333 + 1) - 1.92728910930903*x + 0.30645527626767*sin(t),2.320212694641525e-14,2.1516652912272125e-14,7.389520597534232e-12
phys_osc,PO10,x;t,F0*sin(t) - omega0**2*(gamma*t + 1)*x(t) - omega0**2*x(t)**3 - omega0**2*x(t),F0*sin(t) - omega0**c0*(gamma*t + c1)*x - omega0**c2*x**c3 - omega0**c4*x,c0;c1;c2;c3;c4;F0;gamma;omega0,2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;2.000000000000000e+00;7.998420605592543e-01;2.483508338820688e-02;-1.411255117988119e+00,-1.99164100804766*x**3 - 1.99164100804766*x*(0.0248350833882069*t + 1) - 1.99164100804766*x + 0.799842060559254*sin(t),6.593843036306593e-15,7.421035958964184e-15,1.3906622493328856e-14
phys_osc,PO11,x;t;v,-beta*sin(v(t)) - omega0**2*(gamma*t + 1)*x(t) - omega0**2*x(t)**3,-beta*sin(v) - omega0**c0*(gamma*t + c1)*x - omega0**c2*x**c3,c0;c1;c2;c3;beta;gamma;omega0,2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;7.749196806562938e-01;9.218491510458195e-02;-1.585149538634290e+00,-2.5126990598325*x**3 - 2.5126990598325*x*(0.0921849151045819*t + 1) - 0.774919680656294*sin(v),1.5547079144241978e-12,1.1608671524508518e-12,0.027861039428567116
phys_osc,PO12,x;t;v,F0*sin(t) - alpha*v(t)**3 - beta*Abs(v(t))**0.333333333333333 - omega0**2*(gamma*t + 1)*x(t) - omega0**2*x(t),F0*sin(t) - alpha*v**c0 - beta*Abs(v)**c1 - omega0**c2*(gamma*t + c3)*x - omega0**c4*x,c0;c1;c2;c3;c4;F0;alpha;beta;gamma;omega0,3.000000000000000e+00;3.333333333333330e-01;2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;4.155288108535828e-01;4.937274428379918e-02;2.916677484087053e-01;2.227343306946841e-02;-1.014544665841566e+00,-0.0493727442837992*v**3 - 1.02930087898757*x*(0.0222734330694684*t + 1) - 1.02930087898757*x + 0.415528810853583*sin(t) - 0.291667748408705*Abs(v)**0.333333333333333,1.7955851060260642e-14,1.7733157249163124e-14,9.963967435009313e-14
phys_osc,PO13,x;t;v,F0*sin(t) - mu*(1 - x(t)**2)*v(t) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t),F0*sin(t) - mu*(c0 - x**c1)*v - omega0**c2*(gamma*Abs(v)**c3 + c4)*x,c0;c1;c2;c3;c4;F0;gamma;mu;omega0,1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.660689198206442e-01;8.255811775847716e-02;4.334248931958661e-01;-1.748259688078346e+00,-0.433424893195866*v*(1 - x**2) - 3.0564119369598*x*(0.0825581177584772*Abs(v)**0.333333333333333 + 1) + 0.266068919820644*sin(t),2.5261133221657102e-14,2.8130984105056332e-14,4.123509460370294e-12
phys_osc,PO14,x;t;v,F0*sin(t) - beta*log(Abs(v(t)) + 1) - beta*sin(v(t)) - 2*beta*v(t) - mu*(1 - x(t)**2)*v(t),F0*sin(t) - beta*log(Abs(v) + c0) - beta*sin(v) - c1*beta*v - mu*(c2 - x**c3)*v,c0;c1;c2;c3;F0;beta;mu,1.000000000000000e+00;2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;3.423189037642935e-01;5.026711207378507e-01;1.180640159499522e-01,-0.118064015949952*v*(1 - x**2) - 1.0053422414757*v - 0.502671120737851*log(Abs(v) + 1) + 0.342318903764293*sin(t) - 0.502671120737851*sin(v),8.993914948765366e-13,8.876261533966777e-13,5.355597250421432e-12
phys_osc,PO15,x;t;v,F0*sin(t) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t) - omega0**2*x(t) - omega0**2*x(t)*exp(-Abs(x(t))),F0*sin(t) - omega0**c0*(gamma*Abs(v)**c1 + c2)*x - omega0**c3*x - omega0**c4*x*exp(-Abs(x)),c0;c1;c2;c3;c4;F0;gamma;omega0,2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;6.813255242259466e-01;3.553984827332641e-02;-1.363082289760476e+00,-1.85799332865866*x*(0.0355398482733264*Abs(v)**0.333333333333333 + 1) - 1.85799332865866*x - 1.85799332865866*x*exp(-Abs(x)) + 0.681325524225947*sin(t),7.546160798545095e-15,8.559353982509896e-15,2.439167788209626e-14
phys_osc,PO16,x;t;v,F0*sin(t) - beta*sin(x(t))*v(t) - beta*sin(v(t)) - omega0**2*x(t)**3,F0*sin(t) - beta*sin(x)*v - beta*sin(v) - omega0**c0*x**c1,c0;c1;F0;beta;omega0,2.000000000000000e+00;3.000000000000000e+00;8.890890788906030e-01;1.301791982747333e-01;1.762458679805023e+00,-0.130179198274733*v*sin(x) - 3.10626059802007*x**3 + 0.889089078890603*sin(t) - 0.130179198274733*sin(v),5.315377960823307e-14,4.8768080378755145e-14,1.2607605553971126e-13
phys_osc,PO17,x;t;v,F0*sin(t) - beta*sin(x(t))*v(t) - 2*beta*v(t) - omega0**2*x(t),F0*sin(t) - beta*sin(x)*v - c0*beta*v - omega0**c1*x,c0;c1;F0;beta;omega0,2.000000000000000e+00;2.000000000000000e+00;4.607662802983636e-01;2.634379499466631e-01;-1.583391792596300e+00,-0.263437949946663*v*sin(x) - 0.526875899893326*v - 2.50712956886133*x + 0.460766280298364*sin(t),1.6585176950973475e-13,1.822640074461814e-13,2.0455183915939683e-12
phys_osc,PO18,x;t;v,-beta*sin(x(t))*v(t) - omega0**2*x(t),-beta*sin(x)*v - omega0**c0*x,c0;beta;omega0,2.000000000000000e+00;5.836560399904767e-01;-1.346345994082632e+00,-0.583656039990477*v*sin(x) - 1.81264753578235*x,9.129478201710865e-16,9.250251392055096e-16,1.0908248655772278e-15
phys_osc,PO19,x;t;v,-2*beta*v(t) - omega0**2*x(t)*exp(-Abs(x(t))),-c0*beta*v - omega0**c1*x*exp(-Abs(x)),c0;c1;beta;omega0,2.000000000000000e+00;2.000000000000000e+00;2.997749461658402e-01;-1.671892743566716e+00,-0.59954989233168*v - 2.79522534599104*x*exp(-Abs(x)),1.1468917467985156e-13,2.2602263272396248e-13,0.0002075103641084123
phys_osc,PO20,x;t;v,-alpha*v(t)**3 - beta*log(Abs(v(t)) + 1) - 2*beta*v(t) - mu*(1 - v(t)**2)*v(t) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t),-alpha*v**c0 - beta*log(Abs(v) + c1) - c2*beta*v - mu*(c3 - v**c4)*v - omega0**c5*(gamma*Abs(v)**c6 + c7)*x,c0;c1;c2;c3;c4;c5;c6;c7;alpha;beta;gamma;mu;omega0,3.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;4.417231689231021e-02;6.247374040487611e-01;4.792819890459153e-02;3.334810935406569e-01;-1.892671713356564e+00,-0.0441723168923102*v**3 - 0.333481093540657*v*(1 - v**2) - 1.24947480809752*v - 3.58220621454007*x*(0.0479281989045915*Abs(v)**0.333333333333333 + 1) - 0.624737404048761*log(Abs(v) + 1),1.9531624381941414e-12,1.5658041320642662e-12,0.24645773118656603
phys_osc,PO21,x;t;v,F0*sin(t) - beta*sin(x(t))*v(t),F0*sin(t) - beta*sin(x)*v,F0;beta,7.675182604710588e-01;2.638964350205758e-01,-0.263896435020576*v*sin(x) + 0.767518260471059*sin(t),2.9994941389343155e-13,3.440736638515327e-13,1.0951856749796226e-12
phys_osc,PO22,x;t;v,-2*beta*v(t) - beta*exp(-Abs(x(t)))*v(t) - mu*(1 - x(t)**2)*v(t) - omega0**2*x(t)**3,-c0*beta*v - beta*exp(-Abs(x))*v - mu*(c1 - x**c2)*v - omega0**c3*x**c4,c0;c1;c2;c3;c4;beta;mu;omega0,2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;3.070079885182349e-01;7.522899771670057e-01;-1.076953217740817e+00,-0.752289977167006*v*(1 - x**2) - 0.61401597703647*v - 0.307007988518235*v*exp(-Abs(x)) - 1.1598282332023*x**3,6.834834013404331e-15,4.713735580658303e-15,3.826438394319096e-09
phys_osc,PO23,x;t;v,F0*sin(t) - beta*log(Abs(v(t)) + 1) - omega0**2*x(t)*exp(-Abs(x(t))),F0*sin(t) - beta*log(Abs(v) + c0) - omega0**c1*x*exp(-Abs(x)),c0;c1;F0;beta;omega0,1.000000000000000e+00;2.000000000000000e+00;1.085368929511297e-01;4.455675012464157e-01;-1.070029708352016e+00,-1.1449635767559*x*exp(-Abs(x)) - 0.445567501246416*log(Abs(v) + 1) + 0.10853689295113*sin(t),9.849329332033768e-15,1.138237179155515e-14,2.0456406607004085e-12
phys_osc,PO24,t;v,F0*sin(t) - alpha*v(t)**3 - beta*log(Abs(v(t)) + 1),F0*sin(t) - alpha*v**c0 - beta*log(Abs(v) + c1),c0;c1;F0;alpha;beta,3.000000000000000e+00;1.000000000000000e+00;7.824146260932517e-01;8.342497799879969e-02;9.954170056010564e-01,-0.0834249779987997*v**3 - 0.995417005601056*log(Abs(v) + 1) + 0.782414626093252*sin(t),4.970138015734629e-13,4.622145719538887e-13,6.420778143947308e-12
phys_osc,PO25,t;v,F0*sin(t) - beta*sin(v(t)),F0*sin(t) - beta*sin(v),F0;beta,9.384305391707438e-01;8.669741422589274e-01,0.938430539170744*sin(t) - 0.866974142258927*sin(v),4.645113984511262e-13,5.597271987267904e-13,2.608211228368454e-12
phys_osc,PO26,x;t;v,F0*sin(t) - beta*log(Abs(v(t)) + 1) - 2*beta*v(t) - omega0**2*x(t)**3,F0*sin(t) - beta*log(Abs(v) + c0) - c1*beta*v - omega0**c2*x**c3,c0;c1;c2;c3;F0;beta;omega0,1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;3.403254430071393e-01;4.130282737714945e-01;1.565731951451177e+00,-0.826056547542989*v - 2.45151654379511*x**3 - 0.413028273771494*log(Abs(v) + 1) + 0.340325443007139*sin(t),1.6070922107837886e-13,1.5325952664157163e-13,1.0518885821195339e-12
phys_osc,PO27,x;t;v,F0*sin(t) - alpha*v(t)**3 - 2*beta*v(t) - beta*exp(-Abs(v(t)))*v(t),F0*sin(t) - alpha*v**c0 - c1*beta*v - beta*exp(-Abs(v))*v,c0;c1;F0;alpha;beta,3.000000000000000e+00;2.000000000000000e+00;6.686321676691496e-01;5.859857128040968e-02;3.583343100484061e-01,-0.0585985712804097*v**3 - 0.716668620096812*v - 0.358334310048406*v*exp(-Abs(v)) + 0.66863216766915*sin(t),5.453687794878102e-13,6.080397376562857e-13,3.3549599206515156e-12
phys_osc,PO28,x;t;v,-2*beta*v(t) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t) - omega0**2*x(t)**3 - omega0**2*x(t),-c0*beta*v - omega0**c1*(gamma*Abs(v)**c2 + c3)*x - omega0**c4*x**c5 - omega0**c6*x,c0;c1;c2;c3;c4;c5;c6;beta;gamma;omega0,2.000000000000000e+00;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;2.000000000000000e+00;9.498732714115871e-01;1.919740388450461e-02;1.854209780003124e+00,-1.89974654282317*v - 3.43809390825923*x**3 - 3.43809390825923*x*(0.0191974038845046*Abs(v)**0.333333333333333 + 1) - 3.43809390825923*x,3.791748032628423e-12,3.461739831604961e-12,0.8633019456381401
phys_osc,PO29,x;t;v,-mu*(1 - x(t)**2)*v(t) - omega0**2*(gamma*t + 1)*x(t) - omega0**2*x(t)**3,-mu*(c0 - x**c1)*v - omega0**c2*(gamma*t + c3)*x - omega0**c4*x**c5,c0;c1;c2;c3;c4;c5;gamma;mu;omega0,1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;3.069591680539248e-02;4.316737115550580e-01;1.213104698180878e+00,-0.431673711555058*v*(1 - x**2) - 1.47162300874852*x**3 - 1.47162300874852*x*(0.0306959168053925*t + 1),2.7818690273767844e-15,1.7435696882285266e-15,2.5729367297855976e-15
phys_osc,PO30,x;t;v,-alpha*v(t)**3 - beta*sin(x(t))*v(t) - beta*sin(v(t)) - omega0**2*x(t)**3,-alpha*v**c0 - beta*sin(x)*v - beta*sin(v) - omega0**c1*x**c2,c0;c1;c2;alpha;beta;omega0,3.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;8.836781010727017e-02;1.959337251310110e-01;1.999413729448207e+00,-0.0883678101072702*v**3 - 0.195933725131011*v*sin(x) - 3.99765526150599*x**3 - 0.195933725131011*sin(v),5.220106301027649e-15,4.1956381009876065e-15,3.1488613614033436e-13
phys_osc,PO31,x;t;v,-omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t) - omega0**2*x(t)**3,-omega0**c0*(gamma*Abs(v)**c1 + c2)*x - omega0**c3*x**c4,c0;c1;c2;c3;c4;gamma;omega0,2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;4.381050325379264e-02;1.296869274592671e+00,-1.68186991538252*x**3 - 1.68186991538252*x*(0.0438105032537926*Abs(v)**0.333333333333333 + 1),2.268384185384188e-15,2.0676705630962422e-15,2.1911851604188107e-15
phys_osc,PO32,x;t;v,F0*sin(t) - alpha*v(t)**3 - beta*exp(-Abs(v(t)))*v(t) - omega0**2*x(t)**3,F0*sin(t) - alpha*v**c0 - beta*exp(-Abs(v))*v - omega0**c1*x**c2,c0;c1;c2;F0;alpha;beta;omega0,3.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;5.691107304684702e-01;9.070428215305620e-02;5.944728425752962e-01;1.715490906266570e+00,-0.0907042821530562*v**3 - 0.594472842575296*v*exp(-Abs(v)) - 2.9429090494833*x**3 + 0.56911073046847*sin(t),8.494035279685752e-14,7.483901310414334e-14,2.3127058833536484e-13
phys_osc,PO33,x;t;v,-2*beta*v(t) - mu*(1 - v(t)**2)*v(t) - omega0**2*(gamma*t + 1)*x(t) - omega0**2*x(t),-c0*beta*v - mu*(c1 - v**c2)*v - omega0**c3*(gamma*t + c4)*x - omega0**c5*x,c0;c1;c2;c3;c4;c5;beta;gamma;mu;omega0,2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;9.366452870036580e-01;5.790341450563105e-02;4.599146803113011e-01;1.580932056296680e+00,-0.459914680311301*v*(1 - v**2) - 1.87329057400732*v - 2.49934616662645*x*(0.0579034145056311*t + 1) - 2.49934616662645*x,1.7219629676493336e-11,1.0630196646898811e-11,0.6499815389347756
phys_osc,PO34,x;t;v,-2*beta*v(t) - mu*(1 - v(t)**2)*v(t) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t),-c0*beta*v - mu*(c1 - v**c2)*v - omega0**c3*(gamma*Abs(v)**c4 + c5)*x,c0;c1;c2;c3;c4;c5;beta;gamma;mu;omega0,2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;5.186850474806676e-01;1.541280496925629e-02;7.210044219880585e-01;1.562296820160469e+00,-0.721004421988058*v*(1 - v**2) - 1.03737009496134*v - 2.44077135428351*x*(0.0154128049692563*Abs(v)**0.333333333333333 + 1),5.967192767821568e-12,6.485777829776847e-12,3.2332202191155424
phys_osc,PO35,x;t;v,F0*sin(t) - beta*sin(v(t)) - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t),F0*sin(t) - beta*sin(v) - omega0**c0*(gamma*Abs(v)**c1 + c2)*x,c0;c1;c2;F0;beta;gamma;omega0,2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;1.002992557169277e-01;8.884946707238708e-01;3.499775368939601e-02;-1.851448624299090e+00,-3.42786200841899*x*(0.034997753689396*Abs(v)**0.333333333333333 + 1) + 0.100299255716928*sin(t) - 0.888494670723871*sin(v),7.639722334572604e-15,5.771140297515649e-15,5.841500125436453e-12
phys_osc,PO36,x;t;v,F0*sin(t) - beta*exp(-Abs(x(t)))*v(t),F0*sin(t) - beta*exp(-Abs(x))*v,F0;beta,1.560626202210679e-01;3.729476173623085e-01,-0.372947617362308*v*exp(-Abs(x)) + 0.156062620221068*sin(t),2.9144020016849906e-13,2.6576421798093623e-13,9.079724677174192e-13
phys_osc,PO37,x;t;v,F0*sin(t) - alpha*v(t)**3 - 2*beta*v(t) - omega0**2*(gamma*t + 1)*x(t),F0*sin(t) - alpha*v**c0 - c1*beta*v - omega0**c2*(gamma*t + c3)*x,c0;c1;c2;c3;F0;alpha;beta;gamma;omega0,3.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;1.000000000000000e+00;7.193212362517987e-01;8.567815672529973e-02;9.598012413649289e-01;8.082130062694862e-02;-1.315406900242655e+00,-0.0856781567252997*v**3 - 1.91960248272986*v - 1.73029531320599*x*(0.0808213006269486*t + 1) + 0.719321236251799*sin(t),1.8842455402852597e-12,2.044522718738856e-12,3.3170051883364216e-11
phys_osc,PO38,x;t;v,-beta*sin(v(t)) - mu*(1 - x(t)**2)*v(t) - omega0**2*x(t)*exp(-Abs(x(t))),-beta*sin(v) - mu*(c0 - x**c1)*v - omega0**c2*x*exp(-Abs(x)),c0;c1;c2;beta;mu;omega0,1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;1.430477510349591e-01;1.948307678639364e-01;1.746207256808585e+00,-0.194830767863936*v*(1 - x**2) - 3.04923978373096*x*exp(-Abs(x)) - 0.143047751034959*sin(v),1.0031959974675918e-15,8.982040875518102e-16,1.172782753039861e-15
phys_osc,PO39,x;t;v,F0*sin(t) - alpha*v(t)**3 - beta*exp(-Abs(x(t)))*v(t) - mu*(1 - v(t)**2)*v(t),F0*sin(t) - alpha*v**c0 - beta*exp(-Abs(x))*v - mu*(c1 - v**c2)*v,c0;c1;c2;F0;alpha;beta;mu,3.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;3.852302349001335e-01;5.896131020646440e-02;1.114436972345056e-01;3.325884183657382e-01,-0.0589613102064644*v**3 - 0.332588418365738*v*(1 - v**2) - 0.111443697234506*v*exp(-Abs(x)) + 0.385230234900134*sin(t),3.105499221277778e-13,3.3392457950411786e-13,1.1944303834881423e-12
phys_osc,PO40,x;t;v,F0*sin(t) - beta*Abs(v(t))**0.333333333333333 - omega0**2*(gamma*Abs(v(t))**0.333333333333333 + 1)*x(t) - omega0**2*x(t)**3 - omega0**2*x(t),F0*sin(t) - beta*Abs(v)**c0 - omega0**c1*(gamma*Abs(v)**c2 + c3)*x - omega0**c4*x**c5 - omega0**c6*x,c0;c1;c2;c3;c4;c5;c6;F0;beta;gamma;omega0,3.333333333333330e-01;2.000000000000000e+00;3.333333333333330e-01;1.000000000000000e+00;2.000000000000000e+00;3.000000000000000e+00;2.000000000000000e+00;5.232871599691358e-01;7.105409442381965e-01;7.806383446302512e-02;-1.841970366195400e+00,-3.39285482994202*x**3 - 3.39285482994202*x*(0.0780638344630251*Abs(v)**0.333333333333333 + 1) - 3.39285482994202*x + 0.523287159969136*sin(t) - 0.710540944238196*Abs(v)**0.333333333333333,3.2135295410840993e-15,2.908584573941659e-15,4.989181075028067e-15
phys_osc,PO41,x;t;v,-mu*(1 - x(t)**2)*v(t) - omega0**2*x(t)*exp(-Abs(x(t))),-mu*(c0 - x**c1)*v - omega0**c2*x*exp(-Abs(x)),c0;c1;c2;mu;omega0,1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;4.931656314999767e-01;-1.080601512597346e+00,-0.493165631499977*v*(1 - x**2) - 1.16769962902767*x*exp(-Abs(x)),1.5558680527060368e-14,1.1287810201632581e-15,6.793237080299322e-07
phys_osc,PO42,x;t;v,F0*sin(t) - alpha*v(t)**3 - beta*sin(x(t))*v(t) - 2*beta*v(t),F0*sin(t) - alpha*v**c0 - beta*sin(x)*v - c1*beta*v,c0;c1;F0;alpha;beta,3.000000000000000e+00;2.000000000000000e+00;3.836705625661562e-01;3.131322308393725e-02;6.577294484504562e-01,-0.0313132230839372*v**3 - 0.657729448450456*v*sin(x) - 1.31545889690091*v + 0.383670562566156*sin(t),1.3146788139018948e-12,1.546569573879174e-12,1.1004382132492363e-11
phys_osc,PO43,x;t;v,F0*sin(t) - beta*sin(x(t))*v(t) - 2*beta*v(t) - mu*(1 - x(t)**2)*v(t) - omega0**2*x(t)*exp(-Abs(x(t))),F0*sin(t) - beta*sin(x)*v - c0*beta*v - mu*(c1 - x**c2)*v - omega0**c3*x*exp(-Abs(x)),c0;c1;c2;c3;F0;beta;mu;omega0,2.000000000000000e+00;1.000000000000000e+00;2.000000000000000e+00;2.000000000000000e+00;2.647138982104698e-01;3.778288376352618e-01;7.480073028086417e-01;-1.967356155377775e+00,-0.748007302808642*v*(1 - x**2) - 0.377828837635262*v*sin(x) - 0.755657675270524*v - 3.87049024210282*x*exp(-Abs(x)) + 0.26471389821047*sin(t),3.0904179731933997e-13,3.8226073487098964e-13,8.076004335738817e-12
